#N+,N2+,N3+,N4+,O+,O2+,O4+,NO+,N2O+,NO2+,H+,H2+,H3+,OH+,H2O+,H3O+,e,O-,O2-,O3-,O4-,NO-,N2O-,NO2-,NO3-,H-,OH-,N(2_D),N2(A_3_Sigma),N2(B_3_Pi),O(1_D),H,N,O,O2(a_1_Delta),O3,NO,N2O,NO2,NO3,N2O3,N2O4,N2O5,H2,OH,HO2,H2O2,HNO,HNO2,HNO3,N2,O2,H2O,Time(s),StepNo,Te
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543.193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116917,7659.18,0,0,0,0,0,0,0,12291.9,1993.26,0,0,0,0,1.92e+25,4.8e+24,1.2e+24,9.7972,11500000000,3.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110224,0.0277373,0,127335,0,93918.1,0,0,0,0,0,40729,0,0,0,0,0,0,0,0,1.0401e+07,1.14143e+06,0.80262,0,0,0,0,0,12005.5,1.31197e+06,231743,0,0,0,0,1.92e+25,4.8e+24,1.2e+24,9.7972,11500000000,4.0
0,0,0,0,0,0.301298,26.8541,2.95935e+10,0,0,0,0,0,0,0,2.22156e+10,5642.32,0,2.5897e+10,0.274193,1.91008e+10,0,0,0,9.90058e+06,0,6.8003e+09,0,0,0,0,17.4109,237159,4683.72,0,1.99357e+12,2.40401e+11,6.70858e+07,0,0,0,0,0,2.27737e+09,2.587e+11,4.64326e+10,1.0295e+07,0,1.02766e+07,0,1.92e+25,4.8e+24,1.2e+24,9.7972,11500000000,5.0
,5.25
,5.50
,5.75
0,0,0,0,0,0,0,513081,0,5.70609e+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55802,0,9.22641e+10,0,1.59884e+22,1.05256e+13,3.19232e+19,4.43677e+18,7.78387e+15,997135,3.57107e+12,5.45578e+20,3.25959e+19,6.49118e+07,6.21737e+09,4.87541e+20,0.00451809,5.49023e+20,2.79535e+20,1.92e+25,4.8e+24,1.2e+24,9.7972,11500000000,6.0
