#N+,N2+,N3+,N4+,O+,O2+,O4+,NO+,N2O+,NO2+,H+,H2+,H3+,OH+,H2O+,H3O+,e,O-,O2-,O3-,O4-,NO-,N2O-,NO2-,NO3-,H-,OH-,N(2_D),N2(A_3_Sigma),N2(B_3_Pi),O(1_D),H,N,O,O2(a_1_Delta),O3,NO,N2O,NO2,NO3,N2O3,N2O4,N2O5,H2,OH,HO2,H2O2,HNO,HNO2,HNO3,N2,O2,H2O,Time(s),StepNo
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92e+25,4.8e+24,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,997.438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92e+25,4.8e+24,0,5e-11,20000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,994.882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92e+25,4.8e+24,0,1e-10,40000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,992.332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92e+25,4.8e+24,0,1.5e-10,60000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,989.786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92e+25,4.8e+24,0,2e-10,80000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,987.245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92e+25,4.8e+24,0,2.5e-10,100000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,984.707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92e+25,4.8e+24,0,3e-10,120000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,982.173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92e+25,4.8e+24,0,3.5e-10,140000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,979.641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92e+25,4.8e+24,0,4e-10,160000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,977.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92e+25,4.8e+24,0,4.5e-10,180000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,974.582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92e+25,4.8e+24,0,5e-10,200000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,972.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92e+25,4.8e+24,0,5.5e-10,220000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,969.517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92e+25,4.8e+24,0,6e-10,240000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,966.978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92e+25,4.8e+24,0,6.5e-10,260000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,964.432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92e+25,4.8e+24,0,7e-10,280000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,961.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92e+25,4.8e+24,0,7.5e-10,300000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,959.304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92e+25,4.8e+24,0,8e-10,320000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,956.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92e+25,4.8e+24,0,8.5e-10,340000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,954.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92e+25,4.8e+24,0,9e-10,360000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,951.458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92e+25,4.8e+24,0,9.5e-10,380000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,948.779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92e+25,4.8e+24,0,1e-09,400000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,917.738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92e+25,4.8e+24,0,1.5e-09,600000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,876.386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92e+25,4.8e+24,0,2e-09,800000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,847.577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92e+25,4.8e+24,0,2.5e-09,1000000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,835.855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92e+25,4.8e+24,0,3e-09,1200000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811.525,0,0,0,0,0,0,0,0,0,0,0,29.5114,377.176,117.599,0,0,1300.63,505.221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92e+25,4.8e+24,0,3.5e-09,1400000
0,231.015,0,18.4937,0,0,0,0,0,0,0,0,0,0,0,0,1029.43,0,0,0,0,0,0,0,0,0,0,741.18,955.689,2839.1,1903.96,0,744.714,13557.8,1572.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92e+25,4.8e+24,0,4e-09,1600000
0,24611.7,0,1856.26,0,6440.95,1.03558,0,0,0,0,0,0,0,0,0,32308.1,583.513,738.458,0,0,0,0,0,0,0,0,46540.4,12025.1,55245.8,42173.6,0,46703.2,218249,11915.1,0,109.056,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92e+25,4.8e+24,0,4.5e-09,1800000
0,4.65916e+08,0,3.00702e+07,0,1.69898e+08,469006,0,0,0,0,0,0,0,0,0,6.52354e+08,6.23848e+06,7.71271e+06,34609.5,13638.9,0,0,0,0,0,0,7.99187e+08,8.4638e+07,6.75651e+08,4.97399e+08,0,8.00454e+08,2.19395e+09,1.02372e+08,5238.71,1.23773e+06,5224.3,0,0,0,0,0,0,0,0,0,0,0,0,1.92e+25,4.8e+24,0,5e-09,2000000
0,9.82361e+12,0,7.26992e+11,7.18766,3.02843e+12,1.31245e+10,39052.3,0,0,0,0,0,0,0,0,1.31716e+13,1.86575e+11,2.32013e+11,1.41665e+09,5.61818e+08,0,0,0,0,0,0,1.76945e+13,2.64624e+12,1.83953e+13,1.34177e+13,0,1.7736e+13,6.1855e+13,3.03962e+12,2.10365e+08,4.05635e+10,2.14865e+08,0,0,0,0,0,0,0,0,0,0,0,0,1.92e+25,4.8e+24,0,5.5e-09,2200000
2041.33,3.43097e+14,17681.2,3.12837e+13,12212.7,7.63209e+13,1.09941e+12,3.38611e+06,0,356.565,0,0,0,0,0,0,4.13456e+14,1.72399e+13,2.063e+13,3.41345e+11,1.33084e+11,0,0,0,0,0,0,7.33357e+14,3.13853e+14,1.1517e+15,8.85414e+14,0,7.38676e+14,4.99427e+15,2.84096e+14,4.98037e+10,5.19835e+12,5.21434e+10,798.419,0,0,0,0,0,0,0,0,0,0,0,1.92e+25,4.8e+24,0,6e-09,2400000
339.488,4.3348e+14,121478,4.16872e+13,7923.34,1.51732e+14,4.80054e+12,1.52497e+07,0,7251.8,0,0,0,0,0,0,5.24981e+14,5.07961e+13,5.24705e+13,2.53647e+12,9.16684e+11,0,0,0,0,0,0,1.13565e+15,1.23662e+15,1.57319e+15,1.64768e+15,0,1.15958e+15,1.34707e+16,9.16627e+14,3.96388e+11,2.33809e+13,3.93331e+11,11420.3,0,0,0,0,0,0,0,0,0,0,0,1.92e+25,4.8e+24,0,6.5e-09,2600000
36.9554,3.71243e+14,234737,3.57605e+13,7336.18,2.16353e+14,1.07696e+13,3.41341e+07,0,26217.5,0,0,0,0,0,0,5.106e+14,5.82561e+13,5.73547e+13,5.90998e+12,2.0053e+12,37.2593,0,176.519,0,0,0,1.12827e+15,1.76029e+15,6.10575e+14,1.3566e+15,0,1.17305e+15,1.62054e+16,1.23557e+15,1.06312e+12,4.37639e+13,9.36283e+11,28595.9,0,0,0,0,0,0,0,0,0,0,0,1.92e+25,4.8e+24,0,7e-09,2800000
30.6839,3.16332e+14,320508,3.04711e+13,6609.68,2.68705e+14,1.86178e+13,5.85669e+07,0,55826.3,0,0,0,0,0,0,5.04624e+14,5.43921e+13,6.28763e+13,9.09392e+12,3.14022e+12,173.321,0,542.308,0,0,0,1.10798e+15,1.91569e+15,1.84452e+14,1.05078e+15,0,1.17329e+15,1.70709e+16,1.286e+15,1.94429e+12,6.38227e+13,1.47835e+12,47554.2,0,0,0,0,0,0,0,0,0,0,0,1.92e+25,4.8e+24,0,7.5e-09,3000000
26.1505,2.69543e+14,374167,2.59641e+13,5780.97,3.10641e+14,2.79788e+13,8.74035e+07,0,92768.7,0,0,0,0,0,0,4.89222e+14,5.04223e+13,7.81848e+13,1.18551e+13,4.44243e+12,266.936,0,1008.7,0,0,0,1.08806e+15,1.95069e+15,5.55522e+13,8.16691e+14,0,1.17352e+15,1.7502e+16,1.29311e+15,2.99173e+12,8.35208e+13,1.98141e+12,69999.5,0,0,0,0,0,0,0,0,0,0,0,1.92e+25,4.8e+24,0,8e-09,3200000
22.2868,2.29674e+14,401295,2.21237e+13,5003.62,3.43785e+14,3.85429e+13,1.19722e+08,0,133916,0,0,0,0,0,0,4.68454e+14,4.67422e+13,9.86066e+13,1.42308e+13,6.09253e+12,339.379,0,1557.31,0,0,0,1.06849e+15,1.94955e+15,1.67309e+13,6.37581e+14,0,1.17375e+15,1.77698e+16,1.29953e+15,4.17826e+12,1.02865e+14,2.44773e+12,98625.6,0,0,0,0,0,0,0,0,0,0,0,1.92e+25,4.8e+24,0,8.5e-09,3400000
18.9939,1.95703e+14,408656,1.88513e+13,4310.8,3.69523e+14,5.0049e+13,1.54757e+08,0,176828,0,0,0,0,0,0,4.5449e+14,4.33307e+13,1.1201e+14,1.6259e+13,8.0366e+12,402.076,0,2172.38,0,0,0,1.04927e+15,1.93762e+15,5.03891e+12,5.00483e+14,0,1.17397e+15,1.79626e+16,1.30555e+15,5.48213e+12,1.21861e+14,2.87999e+12,132774,0,0,0,0,0,0,0,0,0,0,0,1.92e+25,4.8e+24,0,9e-09,3600000
16.1875,1.66756e+14,402022,1.6063e+13,3704.47,3.8903e+14,6.22774e+13,1.91865e+08,0,219733,0,0,0,0,0,0,4.43885e+14,4.01683e+13,1.21948e+14,1.79745e+13,1.01508e+13,461.033,0,2840.11,0,0,0,1.0304e+15,1.92254e+15,1.51759e+12,3.95489e+14,0,1.17419e+15,1.81131e+16,1.31126e+15,6.88464e+12,1.40515e+14,3.28069e+12,170729,0,0,0,0,0,0,0,0,0,0,0,1.92e+25,4.8e+24,0,9.5e-09,3800000
13.7957,1.42091e+14,385908,1.36871e+13,3178.18,4.03305e+14,7.50435e+13,2.30509e+08,0,261402,0,0,0,0,0,0,4.3408e+14,3.72366e+13,1.31007e+14,1.9409e+13,1.23932e+13,516.72,0,3548.52,198.047,0,0,1.01187e+15,1.90661e+15,4.5706e+11,3.1503e+14,0,1.1744e+15,1.82355e+16,1.3167e+15,8.36933e+12,1.58834e+14,3.65213e+12,211924,0,0,0,0,0,0,0,0,0,0,0,1.92e+25,4.8e+24,0,1e-08,4000000
2.78406,2.86276e+13,142144,2.75759e+12,662.608,3.94495e+14,2.08245e+14,6.31748e+08,105.939,535306,0,0,0,0,0,0,3.49772e+14,1.74426e+13,2.03844e+14,2.35368e+13,3.95296e+13,895.704,0,11160.6,8706.13,0,0,8.43843e+14,1.7506e+15,3.20875e+06,6.56507e+13,0,1.17633e+15,1.88648e+16,1.36399e+15,2.52025e+13,3.24928e+14,6.1598e+12,774455,0,0,0,0,0,0,0,0,0,0,0,1.92e+25,4.8e+24,0,1.5e-08,4002000
0.562133,5.77232e+12,35615,5.56026e+11,136.145,3.07137e+14,3.20658e+14,9.70841e+08,26.7896,617899,0,0,0,0,0,0,2.82553e+14,8.17369e+12,2.53645e+14,1.93425e+13,7.04093e+13,1044.24,0,17276.3,36753.7,0,0,7.03782e+14,1.60726e+15,436759,4.14299e+13,0,1.17794e+15,1.92227e+16,1.40547e+15,4.12525e+13,4.63378e+14,7.33403e+12,1.54993e+06,0,0,0,0,0,0,0,0,0,0,0,1.92e+25,4.8e+24,0,2e-08,4004000
0.113475,1.1639e+12,7854.41,1.12114e+11,27.8836,2.27783e+14,4.05063e+14,1.22748e+09,6.11189,637428,0,0,0,0,0,0,2.2732e+14,3.83023e+12,2.8829e+14,1.38502e+13,1.00832e+14,1055.64,0,21252.9,93598.8,0,0,5.86968e+14,1.47566e+15,368152,3.36513e+13,0,1.17929e+15,1.95249e+16,1.44333e+15,5.43634e+13,5.78849e+14,7.88431e+12,2.47816e+06,0,0,0,0,0,0,0,0,0,0,0,1.92e+25,4.8e+24,0,2.5e-08,4006000
0.0229023,2.34683e+11,1632.29,2.26062e+10,5.69893,1.67236e+14,4.66627e+14,1.41706e+09,1.53186,641626,0,0,0,0,0,0,1.81762e+14,1.79487e+12,3.12602e+14,9.24599e+12,1.28717e+14,988.29,0,23616.5,184596,0,0,4.89543e+14,1.35484e+15,310333,2.80047e+13,0,1.18041e+15,1.97907e+16,1.47802e+15,6.46266e+13,6.75154e+14,8.14221e+12,3.51852e+06,0,0,0,0,0,0,0,0,0,0,0,1.92e+25,4.8e+24,0,3e-08,4008000
0.00462157,4.73204e+10,328.697,4.5582e+09,1.16277,1.22887e+14,5.11181e+14,1.55676e+09,0.59019,642486,0,0,0,0,0,0,1.44432e+14,8.41096e+11,3.29739e+14,5.91933e+12,1.53189e+14,881.184,0,24957.9,311573,0,0,4.08289e+14,1.24391e+15,261595,2.33524e+13,0,1.18134e+15,2.00258e+16,1.5098e+15,7.2717e+13,7.55475e+14,8.26308e+12,4.64237e+06,0,0,0,0,0,0,0,0,0,0,0,1.92e+25,4.8e+24,0,3.5e-08,4010000
0,9.54145e+09,65.0259,9.19092e+08,0.236891,9.0755e+13,5.43354e+14,1.66019e+09,0.413932,642658,0,0,0,0,0,0,1.14137e+14,3.94153e+11,3.4185e+14,3.68733e+12,1.74051e+14,759.68,0,25700,473762,0,0,3.40521e+14,1.14206e+15,220511,1.94761e+13,0,1.18212e+15,2.02341e+16,1.53893e+15,7.93138e+13,8.22465e+14,8.31974e+12,5.82896e+06,0,0,0,0,0,0,0,0,0,0,0,1.92e+25,4.8e+24,0,4e-08,4012000
0,1.92389e+09,12.7206,1.85321e+08,0.0482025,6.75441e+13,5.66572e+14,1.73741e+09,0.391184,642691,0,0,0,0,0,0,8.97815e+13,1.84714e+11,3.5043e+14,2.25386e+12,1.91469e+14,639.187,0,26105,668738,0,0,2.84001e+14,1.04855e+15,185879,1.62434e+13,0,1.18277e+15,2.04191e+16,1.56562e+15,8.49434e+13,8.78336e+14,8.34631e+12,7.06313e+06,0,0,0,0,0,0,0,0,0,0,0,1.92e+25,4.8e+24,0,4.5e-08,4014000
0,3.87924e+08,2.47559,3.73673e+07,0.00979767,5.07916e+13,5.83326e+14,1.79571e+09,0.396545,642698,0,0,0,0,0,0,7.03618e+13,8.65704e+10,3.56525e+14,1.35901e+12,2.05786e+14,528.159,0,26324.5,893190,0,0,2.36863e+14,9.62696e+14,156687,1.35473e+13,0,1.18331e+15,2.05835e+16,1.5901e+15,8.99716e+13,9.24934e+14,8.35878e+12,8.33364e+06,0,0,0,0,0,0,0,0,0,0,0,1.92e+25,4.8e+24,0,5e-08,4016000
0,7.8219e+07,0.480521,7.53455e+06,0.00198963,3.87034e+13,5.95414e+14,1.84039e+09,0.405307,642698,0,0,0,0,0,0,5.49815e+13,4.05805e+10,3.60871e+14,8.11205e+11,2.17414e+14,430.466,0,26443.3,1.14346e+06,0,0,1.97548e+14,8.83873e+14,132079,1.12987e+13,0,1.18376e+15,2.073e+16,1.61254e+15,9.46379e+13,9.63798e+14,8.36463e+12,9.63219e+06,0,0,0,0,0,0,0,0,0,0,0,1.92e+25,4.8e+24,0,5.5e-08,4018000
0,1.57717e+07,0.093177,1.51923e+06,0,2.99813e+13,6.04136e+14,1.87524e+09,0.413096,642698,0,0,0,0,0,0,4.28656e+13,1.90298e+10,3.63983e+14,4.80538e+11,2.2677e+14,347.156,0,26507.6,1.41593e+06,0,0,1.64759e+14,8.11503e+14,111335,9.42337e+12,0,1.18413e+15,2.08607e+16,1.63312e+15,9.90931e+13,9.96212e+14,8.36739e+12,1.09526e+07,0,0,0,0,0,0,0,0,0,0,0,1.92e+25,4.8e+24,0,6e-08,4020000
0,3.18013e+06,0.0180679,306330,0,2.36881e+13,6.10428e+14,1.90301e+09,0.419489,642698,0,0,0,0,0,0,3.33611e+13,8.93138e+09,3.66223e+14,2.83001e+11,2.34242e+14,277.68,0,26542.6,1.7072e+06,0,0,1.37412e+14,7.45059e+14,93850.1,7.85928e+12,0,1.18445e+15,2.09774e+16,1.652e+15,1.0343e+14,1.02325e+15,8.36868e+12,1.22901e+07,0,0,0,0,0,0,0,0,0,0,0,1.92e+25,4.8e+24,0,6.5e-08,4022000
0,641225,0.00350584,61766.8,0,1.91475e+13,6.14969e+14,1.92568e+09,0.424734,642697,0,0,0,0,0,0,2.59294e+13,4.19948e+09,3.67844e+14,1.65916e+11,2.40173e+14,220.683,0,26561.7,2.01422e+06,0,0,1.14605e+14,6.84055e+14,79110.8,6.55479e+12,0,1.18471e+15,2.10819e+16,1.66931e+15,1.07703e+14,1.04579e+15,8.3693e+12,1.36411e+07,0,0,0,0,0,0,0,0,0,0,0,1.92e+25,4.8e+24,0,7e-08,4024000
